tanggal,kecamatan,produk,kategori_produk,jenis_pelanggan,channel_penjualan,jumlah_terjual,harga_satuan,total_penjualan,suhu_udara_celsius,musim,hari_libur,promo_aktif,stok_awal,stok_sisa,jarak_pengiriman_km,biaya_distribusi,metode_pembayaran,rating_pelanggan
2024-05-09,Boyolali Kota,Susu Segar,Susu Cair,Restoran/Kafe,Online,79,11160.0,881640.0,28.3,Kemarau,Tidak,Ya,95,15,6,4621,Tunai,4.2
2024-05-09,Musuk,Susu Segar,Susu Cair,Warung,Online,61,11492.0,701012.0,28.3,Kemarau,Tidak,Tidak,138,75,16,9033,Transfer,4.9
2024-05-10,Ampel,Es Krim,Snack,Restoran/Kafe,Online,51,7003.0,357153.0,26.8,Kemarau,Tidak,Tidak,110,64,17,9431,Tunai,4.7
2024-05-10,Mojosongo,Susu UHT,Susu Cair,Restoran/Kafe,Online,33,8510.0,280830.0,26.8,Kemarau,Tidak,Tidak,110,82,10,6305,Transfer,4.2
2024-05-10,Boyolali Kota,Susu Segar,Susu Cair,Warung,Offline,68,11160.0,758880.0,26.8,Kemarau,Tidak,Ya,95,24,4,2709,Transfer,4.8
2024-05-10,Mojosongo,Susu Segar,Susu Cair,Warung,Online,78,11160.0,870480.0,26.8,Kemarau,Tidak,Ya,98,23,10,5972,Tunai,4.7
2024-05-11,Musuk,Es Krim,Snack,Restoran/Kafe,Offline,72,6510.0,468720.0,27.1,Kemarau,Ya,Ya,145,71,15,6722,QRIS,4.0
2024-05-11,Selo,Es Krim,Snack,Warung,Offline,42,6851.0,287742.0,27.1,Kemarau,Ya,Tidak,72,35,23,11100,Transfer,4.0
2024-05-12,Musuk,Yogurt,Olahan,Warung,Offline,40,9889.0,395560.0,28.7,Kemarau,Ya,Tidak,82,47,15,7798,Tunai,3.8
2024-05-13,Musuk,Es Krim,Snack,Pasar Tradisional,Online,69,7066.0,487554.0,29.8,Kemarau,Tidak,Tidak,135,69,15,7723,QRIS,3.1
2024-05-13,Ampel,Keju Mozzarella,Olahan,Pasar Tradisional,Titip Jual,14,27595.0,386330.0,29.8,Kemarau,Tidak,Tidak,72,63,15,8169,QRIS,5.0
2024-05-13,Musuk,Susu UHT,Susu Cair,Toko Modern,Offline,36,8297.0,298692.0,29.8,Kemarau,Tidak,Tidak,61,28,18,8193,QRIS,4.1
2024-05-14,Musuk,Permen Susu,Snack,Pasar Tradisional,Offline,25,4650.0,116250.0,27.2,Kemarau,Tidak,Ya,73,51,16,8108,Transfer,4.1
2024-05-14,Musuk,Yogurt,Olahan,Warung,Online,43,9818.0,422174.0,27.2,Kemarau,Tidak,Tidak,109,66,20,10774,Tunai,4.9
2024-05-14,Mojosongo,Yogurt,Olahan,Warung,Offline,34,10313.0,350642.0,27.2,Kemarau,Tidak,Tidak,55,19,11,5419,Tunai,4.5
2024-05-14,Mojosongo,Permen Susu,Snack,Warung,Offline,33,4833.0,159489.0,27.2,Kemarau,Tidak,Tidak,108,76,11,5199,Tunai,4.5
2024-05-15,Mojosongo,Permen Susu,Snack,Restoran/Kafe,Offline,30,5103.0,153090.0,25.5,Kemarau,Tidak,Tidak,74,43,12,5817,Transfer,4.4
2024-05-15,Cepogo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,63,12048.0,759024.0,25.5,Kemarau,Tidak,Tidak,100,36,20,9660,QRIS,4.3
2024-05-16,Mojosongo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,63,12124.0,763812.0,26.7,Kemarau,Tidak,Tidak,129,71,5,3219,Transfer,3.3
2024-05-16,Ampel,Susu UHT,Susu Cair,Warung,Online,37,8645.0,319865.0,26.7,Kemarau,Tidak,Tidak,83,47,14,6609,Tunai,4.2
2024-05-16,Boyolali Kota,Susu Segar,Susu Cair,Toko Modern,Offline,78,11480.0,895440.0,26.7,Kemarau,Tidak,Tidak,104,31,6,2647,Tunai,4.9
2024-05-17,Boyolali Kota,Yogurt,Olahan,Warung,Online,41,10398.0,426318.0,26.5,Kemarau,Tidak,Tidak,56,15,5,5251,QRIS,4.5
2024-05-17,Selo,Es Krim,Snack,Restoran/Kafe,Titip Jual,34,7139.0,242726.0,26.5,Kemarau,Tidak,Tidak,113,79,20,10376,Transfer,4.4
2024-05-18,Mojosongo,Susu Segar,Susu Cair,Warung,Titip Jual,65,12135.0,788775.0,28.2,Kemarau,Ya,Tidak,93,29,7,4696,Tunai,3.8
2024-05-18,Ampel,Susu Segar,Susu Cair,Warung,Offline,76,12321.0,936396.0,28.2,Kemarau,Ya,Tidak,124,50,13,7927,Tunai,3.8
2024-05-18,Boyolali Kota,Susu UHT,Susu Cair,Toko Modern,Offline,51,6970.0,355470.0,28.2,Kemarau,Ya,Ya,104,54,3,3821,Transfer,4.7
2024-05-18,Mojosongo,Susu UHT,Susu Cair,Pasar Tradisional,Offline,48,8556.0,410688.0,28.2,Kemarau,Ya,Tidak,75,26,9,5055,QRIS,4.5
2024-05-19,Mojosongo,Yogurt,Olahan,Pasar Tradisional,Offline,32,10131.0,324192.0,31.5,Kemarau,Ya,Tidak,76,41,8,4973,Tunai,3.4
2024-05-19,Boyolali Kota,Es Krim,Snack,Toko Modern,Offline,119,5740.0,683060.0,31.5,Kemarau,Ya,Ya,154,35,3,2452,Tunai,3.7
2024-05-19,Mojosongo,Susu Segar,Susu Cair,Warung,Offline,94,,,31.5,Kemarau,Ya,Tidak,161,67,8,4606,Tunai,3.9
2024-05-19,Ampel,Susu Segar,Susu Cair,Toko Modern,Offline,90,12258.0,1103220.0,31.5,Kemarau,Ya,Tidak,143,56,14,6328,Transfer,4.7
2024-05-20,Boyolali Kota,Yogurt,Olahan,Warung,Offline,38,9803.0,372514.0,25.3,Kemarau,Tidak,Tidak,108,69,8,4261,Tunai,3.6
2024-05-20,Mojosongo,Permen Susu,Snack,Pasar Tradisional,Offline,37,5184.0,191808.0,25.3,Kemarau,Tidak,Tidak,87,52,10,5964,Tunai,3.6
2024-05-20,Musuk,Yogurt,Olahan,Warung,Online,47,9788.0,460036.0,25.3,Kemarau,Tidak,Tidak,114,67,15,7943,Transfer,4.2
2024-05-20,Selo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,65,11783.0,765895.0,25.3,Kemarau,Tidak,Tidak,100,36,19,9211,QRIS,3.7
2024-05-21,Mojosongo,Susu UHT,Susu Cair,Restoran/Kafe,Titip Jual,40,8606.0,344240.0,27.7,Kemarau,Tidak,Tidak,92,50,11,6192,Transfer,3.8
2024-05-21,Musuk,Susu UHT,Susu Cair,Warung,Offline,54,8484.0,458136.0,27.7,Kemarau,Tidak,Tidak,131,74,16,7690,Transfer,3.7
2024-05-22,Musuk,Yogurt,Olahan,Toko Modern,Offline,59,9873.0,582507.0,27.9,Kemarau,Tidak,Tidak,102,44,16,8542,Transfer,5.0
2024-05-23,Ampel,Susu Segar,Susu Cair,Warung,Offline,58,12638.0,733004.0,28.1,Kemarau,Tidak,Tidak,112,54,14,8831,QRIS,4.3
2024-05-23,Selo,Yogurt,Olahan,Toko Modern,Offline,28,9757.0,273196.0,28.1,Kemarau,Tidak,Tidak,64,33,16,7818,Tunai,4.6
2024-05-23,Mojosongo,Permen Susu,Snack,Warung,Offline,36,5036.0,181296.0,28.1,Kemarau,Tidak,Tidak,107,76,7,5409,QRIS,4.4
2024-05-24,Cepogo,Susu Segar,Susu Cair,Pasar Tradisional,Online,65,12004.0,780260.0,30.3,Kemarau,Tidak,Tidak,99,38,20,9783,Tunai,4.3
2024-05-24,Selo,Susu UHT,Susu Cair,Toko Modern,Offline,53,6970.0,369410.0,30.3,Kemarau,Tidak,Ya,117,64,21,10661,QRIS,4.4
2024-05-24,Mojosongo,Keju Mozzarella,Olahan,Warung,Offline,24,27772.0,666528.0,30.3,Kemarau,Tidak,Tidak,43,22,6,2940,Transfer,4.2
2024-05-24,Musuk,Permen Susu,Snack,Warung,Titip Jual,27,5069.0,136863.0,30.3,Kemarau,Tidak,Tidak,99,76,18,8755,Transfer,4.7
2024-05-25,Boyolali Kota,Permen Susu,Snack,Restoran/Kafe,Offline,45,4978.0,224010.0,26.0,Kemarau,Ya,Tidak,121,73,4,3676,QRIS,4.3
2024-05-25,Mojosongo,Susu Segar,Susu Cair,Toko Modern,Offline,65,11557.0,751205.0,26.0,Kemarau,Ya,Tidak,139,76,12,6190,QRIS,3.6
2024-05-25,Musuk,Yogurt,Olahan,Warung,Offline,38,,,26.0,Kemarau,Ya,Tidak,73,33,12,6793,QRIS,4.5
2024-05-25,Mojosongo,Susu Segar,Susu Cair,Toko Modern,Titip Jual,64,11672.0,747008.0,26.0,Kemarau,Ya,Tidak,118,51,9,5161,Tunai,4.1
2024-05-26,Cepogo,Permen Susu,Snack,Warung,Offline,29,4855.0,140795.0,26.3,Kemarau,Ya,Tidak,91,65,16,7636,Tunai,4.7
2024-05-26,Selo,Permen Susu,Snack,Warung,Online,25,5150.0,128750.0,26.3,Kemarau,Ya,Tidak,98,78,20,9470,QRIS,3.0
2024-05-27,Mojosongo,Yogurt,Olahan,Warung,Offline,35,9300.0,325500.0,30.8,Kemarau,Tidak,Ya,71,40,9,5027,QRIS,4.6
2024-05-28,Musuk,Es Krim,Snack,Warung,Titip Jual,78,7313.0,570414.0,29.6,Kemarau,Tidak,Tidak,111,36,17,8884,Tunai,3.8
2024-05-28,Cepogo,Susu UHT,Susu Cair,Pasar Tradisional,Online,51,8480.0,432480.0,29.6,Kemarau,Tidak,Tidak,117,63,15,7135,Tunai,4.1
2024-05-28,Selo,Yogurt,Olahan,Toko Modern,Offline,29,10513.0,304877.0,29.6,Kemarau,Tidak,Tidak,74,48,21,9047,Tunai,4.0
2024-05-29,Ampel,Susu Segar,Susu Cair,Toko Modern,Offline,65,12343.0,802295.0,27.2,Kemarau,Tidak,Tidak,126,61,14,6522,Transfer,4.9
2024-05-29,Boyolali Kota,Keju Mozzarella,Olahan,Warung,Offline,18,28082.0,505476.0,27.2,Kemarau,Tidak,Tidak,53,32,3,2722,QRIS,4.3
2024-05-29,Selo,Susu Segar,Susu Cair,Warung,Titip Jual,64,,,27.2,Kemarau,Tidak,Tidak,110,45,19,9160,Tunai,4.1
2024-05-30,Selo,Yogurt,Olahan,Restoran/Kafe,Offline,48,10058.0,482784.0,30.6,Kemarau,Tidak,Tidak,90,42,23,11321,Transfer,4.4
2024-05-30,Cepogo,Permen Susu,Snack,Warung,Titip Jual,41,4965.0,203565.0,30.6,Kemarau,Tidak,Tidak,92,56,20,8119,QRIS,4.2
2024-05-30,Cepogo,Yogurt,Olahan,Pasar Tradisional,Offline,58,10085.0,584930.0,30.6,Kemarau,Tidak,Tidak,116,55,19,8897,Tunai,4.9
2024-05-30,Boyolali Kota,Susu Segar,Susu Cair,Restoran/Kafe,Offline,84,12441.0,1045044.0,30.6,Kemarau,Tidak,Tidak,163,78,3,2026,Tunai,3.4
2024-05-31,Ampel,Yogurt,Olahan,Warung,Titip Jual,34,10135.0,344590.0,28.3,Kemarau,Tidak,Tidak,102,73,14,6802,QRIS,4.3
2024-05-31,Mojosongo,Permen Susu,Snack,Warung,Offline,31,5049.0,156519.0,28.3,Kemarau,Tidak,Tidak,52,22,5,2930,Transfer,4.3
2024-05-31,Mojosongo,Susu UHT,Susu Cair,Pasar Tradisional,Online,54,8456.0,456624.0,28.3,Kemarau,Tidak,Tidak,74,17,8,4555,Transfer,3.7
2024-05-31,Boyolali Kota,Es Krim,Snack,Warung,Offline,82,7086.0,581052.0,28.3,Kemarau,Tidak,Tidak,109,28,3,2760,QRIS,5.0
2024-06-01,Cepogo,Susu UHT,Susu Cair,Restoran/Kafe,Offline,42,8851.0,371742.0,30.4,Kemarau,Ya,Tidak,59,22,17,8783,Transfer,4.1
2024-06-01,Musuk,Susu Segar,Susu Cair,Pasar Tradisional,Offline,93,11949.0,1111257.0,30.4,Kemarau,Ya,Tidak,121,32,15,7810,QRIS,4.1
2024-06-01,Ampel,Yogurt,Olahan,Warung,Offline,35,9926.0,347410.0,30.4,Kemarau,Ya,Tidak,106,70,13,6399,QRIS,3.7
2024-06-02,Musuk,Susu UHT,Susu Cair,Toko Modern,Offline,37,8153.0,301661.0,32.4,Kemarau,Ya,Tidak,115,81,13,5774,Transfer,5.0
2024-06-02,Boyolali Kota,Yogurt,Olahan,Pasar Tradisional,Offline,56,9847.0,551432.0,32.4,Kemarau,Ya,Tidak,76,25,5,3506,Tunai,4.4
2024-06-03,Mojosongo,Permen Susu,Snack,Restoran/Kafe,Offline,29,4921.0,142709.0,28.3,Kemarau,Tidak,Tidak,100,76,10,4358,Transfer,3.8
2024-06-03,Ampel,Es Krim,Snack,Toko Modern,Online,63,6915.0,435645.0,28.3,Kemarau,Tidak,Tidak,102,38,18,8052,Tunai,4.5
2024-06-03,Cepogo,Susu UHT,Susu Cair,Pasar Tradisional,Offline,47,7904.0,371488.0,28.3,Kemarau,Tidak,Ya,81,32,19,8374,Tunai,5.0
2024-06-03,Selo,Es Krim,Snack,Restoran/Kafe,Offline,58,7083.0,410814.0,28.3,Kemarau,Tidak,Tidak,131,74,24,11640,Transfer,3.8
2024-06-03,Boyolali Kota,Keju Mozzarella,Olahan,Warung,Offline,17,27699.0,470883.0,28.3,Kemarau,Tidak,Tidak,67,50,2,2441,QRIS,3.9
2024-06-04,Cepogo,Susu UHT,Susu Cair,Warung,Online,40,8630.0,345200.0,25.0,Kemarau,Tidak,Tidak,58,16,18,8844,QRIS,4.3
2024-06-04,Boyolali Kota,Es Krim,Snack,Toko Modern,Offline,51,7091.0,361641.0,25.0,Kemarau,Tidak,Tidak,125,73,3,2919,QRIS,4.0
2024-06-04,Musuk,Keju Mozzarella,Olahan,Warung,Offline,37,28096.0,1039552.0,25.0,Kemarau,Tidak,Tidak,98,66,17,8055,QRIS,4.4
2024-06-05,Cepogo,Susu Segar,Susu Cair,Toko Modern,Online,72,11873.0,854856.0,28.0,Kemarau,Tidak,Tidak,102,33,19,9524,Transfer,3.5
2024-06-06,Boyolali Kota,Susu Segar,Susu Cair,Warung,Offline,70,12435.0,870450.0,26.3,Kemarau,Tidak,Tidak,88,15,5,3613,Transfer,3.9
2024-06-06,Selo,Keju Mozzarella,Olahan,Warung,Offline,24,26040.0,624960.0,26.3,Kemarau,Tidak,Ya,51,31,23,12196,Transfer,4.1
2024-06-06,Selo,Permen Susu,Snack,Pasar Tradisional,Offline,34,5034.0,171156.0,26.3,Kemarau,Tidak,Tidak,101,69,24,12880,Tunai,3.7
2024-06-06,Ampel,Susu UHT,Susu Cair,Pasar Tradisional,Online,33,8860.0,292380.0,26.3,Kemarau,Tidak,Tidak,53,25,16,7427,Transfer,4.3
2024-06-07,Cepogo,Susu Segar,Susu Cair,Warung,Online,71,11815.0,838865.0,26.9,Kemarau,Tidak,Tidak,100,29,16,7545,Tunai,4.3
2024-06-08,Cepogo,Susu UHT,Susu Cair,Warung,Offline,34,8597.0,292298.0,30.0,Kemarau,Ya,Tidak,73,42,19,9283,QRIS,4.1
2024-06-08,Selo,Permen Susu,Snack,Warung,Offline,24,5269.0,126456.0,30.0,Kemarau,Ya,Tidak,89,69,21,10864,Transfer,3.9
2024-06-09,Cepogo,Yogurt,Olahan,Restoran/Kafe,Titip Jual,70,9809.0,686630.0,29.8,Kemarau,Ya,Tidak,114,42,16,8549,Tunai,5.0
2024-06-09,Cepogo,Susu UHT,Susu Cair,Restoran/Kafe,Offline,43,8761.0,376723.0,29.8,Kemarau,Ya,Tidak,105,64,16,8199,QRIS,4.1
2024-06-09,Cepogo,Susu Segar,Susu Cair,Toko Modern,Offline,100,12199.0,1219900.0,29.8,Kemarau,Ya,Tidak,154,57,19,9890,Tunai,4.4
2024-06-10,Musuk,Yogurt,Olahan,Warung,Offline,41,10515.0,431115.0,28.5,Kemarau,Tidak,Tidak,117,80,16,8403,Tunai,4.8
2024-06-10,Selo,Susu Segar,Susu Cair,Warung,Offline,74,11609.0,859066.0,28.5,Kemarau,Tidak,Tidak,152,80,19,9306,Tunai,4.1
2024-06-10,Musuk,Susu UHT,Susu Cair,Warung,Offline,45,8712.0,392040.0,28.5,Kemarau,Tidak,Tidak,117,75,17,8635,Tunai,4.6
2024-06-10,Boyolali Kota,Es Krim,Snack,Warung,Offline,73,7065.0,515745.0,28.5,Kemarau,Tidak,Tidak,116,42,4,3632,Tunai,4.3
2024-06-11,Ampel,Susu UHT,Susu Cair,Toko Modern,Offline,48,8505.0,408240.0,26.0,Kemarau,Tidak,Tidak,89,42,13,6821,QRIS,5.0
2024-06-11,Boyolali Kota,Yogurt,Olahan,Toko Modern,Offline,44,10085.0,443740.0,26.0,Kemarau,Tidak,Tidak,82,37,7,3089,Tunai,3.8
2024-06-11,Boyolali Kota,Susu UHT,Susu Cair,Warung,Offline,43,9147.0,393321.0,26.0,Kemarau,Tidak,Tidak,80,42,4,3855,Tunai,3.9
2024-06-11,Mojosongo,Susu UHT,Susu Cair,Warung,Offline,33,8596.0,283668.0,26.0,Kemarau,Tidak,Tidak,52,22,8,4538,Transfer,4.1
2024-06-11,Musuk,Es Krim,Snack,Warung,Offline,52,7183.0,373516.0,26.0,Kemarau,Tidak,Tidak,74,26,21,11187,Tunai,3.7
2024-06-12,Musuk,Susu Segar,Susu Cair,Toko Modern,Offline,86,11339.0,975154.0,27.4,Kemarau,Ya,Tidak,151,65,17,8727,Tunai,3.5
2024-06-12,Musuk,Susu Segar,Susu Cair,Pasar Tradisional,Offline,56,12149.0,680344.0,27.4,Kemarau,Ya,Tidak,126,70,20,9566,Tunai,4.7
2024-06-13,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Offline,47,11598.0,545106.0,24.4,Kemarau,Tidak,Tidak,67,17,12,7347,QRIS,4.4
2024-06-13,Ampel,Yogurt,Olahan,Pasar Tradisional,Offline,49,10050.0,492450.0,24.4,Kemarau,Tidak,Tidak,99,54,16,7946,Tunai,4.0
2024-06-13,Cepogo,Yogurt,Olahan,Toko Modern,Online,59,9718.0,573362.0,24.4,Kemarau,Tidak,Tidak,91,29,18,9485,QRIS,4.5
2024-06-13,Selo,Permen Susu,Snack,Restoran/Kafe,Titip Jual,33,5029.0,165957.0,24.4,Kemarau,Tidak,Tidak,70,40,23,10946,Tunai,4.8
2024-06-14,Ampel,Yogurt,Olahan,Warung,Online,47,10189.0,478883.0,26.4,Kemarau,Tidak,Tidak,104,59,10,5328,Tunai,3.9
2024-06-14,Mojosongo,Susu UHT,Susu Cair,Restoran/Kafe,Titip Jual,58,8522.0,494276.0,26.4,Kemarau,Tidak,Tidak,106,49,9,5170,Tunai,4.5
2024-06-14,Musuk,Susu Segar,Susu Cair,Restoran/Kafe,Online,68,11747.0,798796.0,26.4,Kemarau,Tidak,Tidak,84,18,15,7953,QRIS,3.6
2024-06-14,Musuk,Yogurt,Olahan,Restoran/Kafe,Offline,40,9964.0,398560.0,26.4,Kemarau,Tidak,Tidak,62,19,16,7160,QRIS,4.2
2024-06-15,Ampel,Susu UHT,Susu Cair,Pasar Tradisional,Offline,51,8444.0,430644.0,29.1,Kemarau,Ya,Tidak,126,77,12,6485,Tunai,5.0
2024-06-15,Musuk,Permen Susu,Snack,Pasar Tradisional,Offline,27,5200.0,140400.0,29.1,Kemarau,Ya,Tidak,66,37,16,7965,QRIS,4.9
2024-06-16,Boyolali Kota,Permen Susu,Snack,Warung,Titip Jual,34,4650.0,158100.0,29.2,Kemarau,Ya,Ya,76,45,4,2066,Tunai,4.6
2024-06-17,Musuk,Es Krim,Snack,Toko Modern,Offline,80,5740.0,459200.0,26.6,Kemarau,Tidak,Ya,106,31,20,10771,Tunai,3.9
2024-06-17,Mojosongo,Susu Segar,Susu Cair,Toko Modern,Online,75,11931.0,894825.0,26.6,Kemarau,Tidak,Tidak,113,36,5,4618,QRIS,3.7
2024-06-17,Cepogo,Yogurt,Olahan,Warung,Offline,65,9729.0,632385.0,26.6,Kemarau,Tidak,Tidak,81,19,19,9959,QRIS,3.7
2024-06-17,Ampel,Yogurt,Olahan,Warung,Offline,54,10297.0,556038.0,26.6,Kemarau,Tidak,Tidak,99,47,14,7294,Tunai,3.8
2024-06-17,Mojosongo,Susu UHT,Susu Cair,Toko Modern,Offline,36,8380.0,301680.0,26.6,Kemarau,Tidak,Tidak,57,19,10,6234,Transfer,4.6
2024-06-18,Musuk,Permen Susu,Snack,Restoran/Kafe,Titip Jual,28,4983.0,139524.0,26.8,Kemarau,Tidak,Tidak,75,45,18,9604,Tunai,4.6
2024-06-18,Selo,Es Krim,Snack,Pasar Tradisional,Online,43,6510.0,279930.0,26.8,Kemarau,Tidak,Ya,67,24,21,9354,QRIS,4.7
2024-06-18,Musuk,Keju Mozzarella,Olahan,Warung,Offline,25,28737.0,718425.0,26.8,Kemarau,Tidak,Tidak,68,42,15,7191,QRIS,3.9
2024-06-18,Boyolali Kota,Susu UHT,Susu Cair,Toko Modern,Offline,49,8323.0,407827.0,26.8,Kemarau,Tidak,Tidak,101,52,6,4301,QRIS,4.4
2024-06-19,Musuk,Permen Susu,Snack,Warung,Online,22,4995.0,109890.0,27.1,Kemarau,Tidak,Tidak,78,59,16,7593,Tunai,3.9
2024-06-19,Ampel,Yogurt,Olahan,Toko Modern,Offline,46,9797.0,450662.0,27.1,Kemarau,Tidak,Tidak,125,84,15,8338,QRIS,3.7
2024-06-20,Musuk,Keju Mozzarella,Olahan,Toko Modern,Offline,24,29120.0,698880.0,28.7,Kemarau,Tidak,Tidak,83,64,15,7870,Transfer,3.9
2024-06-20,Boyolali Kota,Susu Segar,Susu Cair,Warung,Titip Jual,79,11696.0,923984.0,28.7,Kemarau,Tidak,Tidak,119,41,2,3114,Tunai,4.9
2024-06-20,Boyolali Kota,Yogurt,Olahan,Pasar Tradisional,Offline,34,10400.0,353600.0,28.7,Kemarau,Tidak,Tidak,95,64,5,2613,QRIS,4.2
2024-06-21,Musuk,Keju Mozzarella,Olahan,Toko Modern,Offline,16,27629.0,442064.0,26.8,Kemarau,Tidak,Tidak,84,71,17,8127,Transfer,4.1
2024-06-21,Musuk,Susu Segar,Susu Cair,Warung,Offline,65,12354.0,803010.0,26.8,Kemarau,Tidak,Tidak,109,41,19,10124,QRIS,4.4
2024-06-21,Mojosongo,Permen Susu,Snack,Warung,Online,30,5038.0,151140.0,26.8,Kemarau,Tidak,Tidak,50,25,8,5282,Tunai,4.4
2024-06-22,Cepogo,Susu Segar,Susu Cair,Pasar Tradisional,Offline,85,11160.0,948600.0,29.1,Kemarau,Ya,Ya,137,54,16,6912,QRIS,4.4
2024-06-22,Boyolali Kota,Susu Segar,Susu Cair,Toko Modern,Titip Jual,81,12414.0,1005534.0,29.1,Kemarau,Ya,Tidak,136,52,5,4274,Transfer,4.6
2024-06-22,Cepogo,Es Krim,Snack,Warung,Offline,61,7196.0,438956.0,29.1,Kemarau,Ya,Tidak,82,24,16,8828,Tunai,4.2
2024-06-22,Cepogo,Susu UHT,Susu Cair,Warung,Titip Jual,40,8285.0,331400.0,29.1,Kemarau,Ya,Tidak,113,73,18,7919,QRIS,4.6
2024-06-23,Musuk,Es Krim,Snack,Warung,Offline,71,7016.0,498136.0,31.3,Kemarau,Ya,Tidak,116,49,14,7236,QRIS,4.5
2024-06-23,Selo,Susu Segar,Susu Cair,Toko Modern,Titip Jual,135,9840.0,1328400.0,31.3,Kemarau,Ya,Ya,198,60,21,9776,QRIS,4.6
2024-06-24,Ampel,Susu Segar,Susu Cair,Restoran/Kafe,Offline,62,12528.0,776736.0,25.9,Kemarau,Ya,Tidak,85,24,15,8307,QRIS,4.3
2024-06-24,Selo,Es Krim,Snack,Pasar Tradisional,Offline,40,7012.0,280480.0,25.9,Kemarau,Ya,Tidak,118,83,21,10504,QRIS,4.7
2024-06-24,Mojosongo,Permen Susu,Snack,Restoran/Kafe,Offline,24,4650.0,111600.0,25.9,Kemarau,Ya,Ya,75,52,12,6603,QRIS,4.0
2024-06-24,Cepogo,Permen Susu,Snack,Warung,Offline,27,4650.0,125550.0,25.9,Kemarau,Ya,Ya,89,62,16,8425,QRIS,4.8
2024-06-25,Ampel,Susu Segar,Susu Cair,Toko Modern,Offline,49,11577.0,567273.0,27.0,Kemarau,Tidak,Tidak,87,40,16,7802,Tunai,4.5
2024-06-25,Boyolali Kota,Permen Susu,Snack,Pasar Tradisional,Offline,16,4997.0,79952.0,27.0,Kemarau,Tidak,Tidak,43,32,4,2145,QRIS,4.8
2024-06-25,Selo,Susu Segar,Susu Cair,Warung,Offline,70,12023.0,841610.0,27.0,Kemarau,Tidak,Tidak,103,31,22,11808,Tunai,4.2
2024-06-25,Musuk,Susu UHT,Susu Cair,Warung,Offline,34,8417.0,286178.0,27.0,Kemarau,Tidak,Tidak,111,75,17,7620,Tunai,3.6
2024-06-26,Cepogo,Keju Mozzarella,Olahan,Pasar Tradisional,Titip Jual,44,28147.0,1238468.0,24.6,Kemarau,Tidak,Tidak,106,62,16,8463,Transfer,4.4
2024-06-26,Selo,Susu UHT,Susu Cair,Warung,Offline,59,8389.0,494951.0,24.6,Kemarau,Tidak,Tidak,109,51,21,9868,Tunai,4.1
2024-06-26,Selo,Yogurt,Olahan,Toko Modern,Offline,31,9897.0,306807.0,24.6,Kemarau,Tidak,Tidak,60,34,20,9901,Tunai,3.7
2024-06-26,Musuk,Susu Segar,Susu Cair,Warung,Offline,66,12124.0,800184.0,24.6,Kemarau,Tidak,Tidak,131,69,15,7848,Transfer,5.0
2024-06-26,Musuk,SUSU UHT,Susu Cair,Warung,Offline,51,8562.0,436662.0,24.6,Kemarau,Tidak,Tidak,78,30,14,7330,Tunai,3.7
2024-06-27,Mojosongo,Yogurt,Olahan,Warung,Offline,15,9706.0,145590.0,27.4,Kemarau,Tidak,Tidak,50,38,4,2236,Tunai,4.8
2024-06-27,Mojosongo,Yogurt,Olahan,Warung,Online,50,9865.0,493250.0,27.4,Kemarau,Tidak,Tidak,116,70,5,4210,Tunai,4.2
2024-06-27,Cepogo,Es Krim,Snack,Pasar Tradisional,Offline,63,6840.0,430920.0,27.4,Kemarau,Tidak,Tidak,132,68,20,9846,Transfer,4.1
2024-06-27,Musuk,Susu UHT,Susu Cair,Warung,Offline,43,8689.0,373627.0,27.4,Kemarau,Tidak,Tidak,104,61,15,8168,QRIS,4.7
2024-06-28,Musuk,Es Krim,Snack,Warung,Offline,66,7093.0,468138.0,29.5,Kemarau,Tidak,Tidak,90,28,17,9627,Tunai,4.1
2024-06-28,Boyolali Kota,Es Krim,Snack,Warung,Titip Jual,57,7051.0,401907.0,29.5,Kemarau,Tidak,Tidak,113,55,7,4812,QRIS,4.9
2024-06-29,Musuk,Es Krim,Snack,Restoran/Kafe,Offline,63,6510.0,410130.0,26.8,Kemarau,Ya,Ya,98,37,18,9102,Transfer,4.4
2024-06-30,Cepogo,Es Krim,Snack,Restoran/Kafe,Online,58,7133.0,413714.0,29.0,Kemarau,Ya,Tidak,99,42,17,7156,Transfer,4.4
2024-06-30,Selo,Es Krim,Snack,Restoran/Kafe,Online,73,6942.0,506766.0,29.0,Kemarau,Ya,Tidak,102,33,18,8836,Transfer,4.6
2024-06-30,Selo,Susu UHT,Susu Cair,Pasar Tradisional,Offline,54,8585.0,463590.0,29.0,Kemarau,Ya,Tidak,81,30,24,11457,QRIS,4.4
2024-06-30,Ampel,Susu Segar,Susu Cair,Pasar Tradisional,Offline,87,12138.0,1056006.0,29.0,Kemarau,Ya,Tidak,160,71,14,6768,Transfer,4.6
2024-07-01,Cepogo,Es Krim,Snack,Toko Modern,Offline,58,6851.0,397358.0,24.7,Kemarau,Tidak,Tidak,128,75,15,9222,Tunai,4.5
2024-07-01,Ampel,Es Krim,Snack,Warung,Online,47,7128.0,335016.0,24.7,Kemarau,Tidak,Tidak,115,69,14,8032,QRIS,4.2
